image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r632.png,25,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.39.33 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1711).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\translation_Screen Shot 2018-06-12 at 11.30.11 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3984).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-12-at-11-28-00-PM_png.rf.e09325f4b80b92abf25b70245c163529.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220531_091911.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.02.54 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220601_094925.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.45.57 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (36).jpg,7,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185514_jpg.rf.46a79b806f2c3f703040d5e673feb96b.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\84_jpg.rf.16bcd071b1dcf9aaff44c8a021b8b050.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 8.57.04 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.10.21 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 3.04.58 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-12-at-11-52-03-PM_png.rf.bc9092b61ab69136629871ce8c5927bd.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (237).jpg,0,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.33.00 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_88_jpg.rf.1c6ba587e72e6b21967638bd2d60f1df.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (244).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (212).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (299).jpg,6,0
E:\Dataset(蔬果）\Rotten\RottenOrange\vertical_flip_Screen Shot 2018-06-12 at 11.25.55 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.04.41 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r205.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (622).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_30_Screen-Shot-2018-06-12-at-11-19-16-PM_png.rf.9fe5c59a9ff94205a733aa98175e03ea.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r299.png,13,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185655_jpg.rf.f2248989939ec36b03bcc383021183ff.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f865.png,1,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (166).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (219).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (446).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185355_1_jpg.rf.631d87c214f8873d3dbfdaaca4f09dbc.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r374.png,19,1
E:\Dataset(蔬果）\Fresh\FreshBanana\vertical_flip_Screen Shot 2018-06-12 at 9.41.30 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_60_Screen Shot 2018-06-08 at 5.18.37 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r736.png,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (194).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2020).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (179).jpg,7,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r282.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (221).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 2.57.05 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--189-_jpg.rf.f06b9574db56633e50750c7d8d44374c.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.49.15 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (698).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (621).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220531_091936.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (186).png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220606_094129.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20230428_180110-0-_jpg.rf.7a6f9d57f264e36ffd86e45f24108b39.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\1034_jpg.rf.fb36cba646d9f05bc388d9a9d96816ec.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Steam-Boil-Method-5-1024x683_jpg.rf.6880d5694ec646949d833f9163c21340.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (202).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshOrange\248_jpg.rf.120e37e02c0811b3cef874a7638b6dda.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_7.jpg_0_9501.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshOrange\331_jpg.rf.31051e6efc36c8d0035dbb30b98c2cc5.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (132).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.27.35 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.28.59 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\26_cropped_1_png.rf.859a3ff336e4b1daec810b3bc7d1ee8b.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (282).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_60_Screen Shot 2018-06-08 at 5.17.04 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (530).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\103_jpg.rf.ad55fbce25015e928fe98b66c06aa579.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r687.png,25,1
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 8.57.34 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2336).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat sedang (165).png,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_45_Screen Shot 2018-06-12 at 8.50.26 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\translation_Screen Shot 2018-06-13 at 12.18.07 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_11285_jpg.rf.43ac55f3795b51faf75b1a03c8648aa0.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_5877_jpg.rf.90d431f92aba4b9367cc9e9543246152.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-13-at-12-02-33-AM_png.rf.8c3d1548e02c3a4857792acd42728422.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f019.png,8,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 2.43.54 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_20210921_204057_jpg.rf.6617c759dc48e7d070b95852761157a0.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (30).jpg,20,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.24.37 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\0160.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-08 at 2.30.45 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\caja-naranjas-zumo-y-mesa_jpg.rf.88463c575cc5d5acc1010c39d2b7a909.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (584).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\Carrot test_2_r45.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\Root Knot Nematode_108.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10668_jpg.rf.e2a0c38ba114ece5a5cb316775e88d9b.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f818.png,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-07 at 2.38.49 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220530_084129.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\purple Disease_29.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (446).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.32.50 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r321.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.48.39 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (472).png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5968).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\saltandpepper_Screen Shot 2018-06-12 at 8.53.47 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.07.46 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (466).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1998).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (630).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_15_Screen Shot 2018-06-08 at 5.18.12 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r336.png,23,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (804).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (167).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_20231116_111330_1_jpg.rf.8fdc83b4661203b7044311c118e3adab.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1142).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_5036_jpg.rf.f6ce55fba061573ed9f91883f2e40834.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200822_223846.jpg_0_2069.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f377.png,12,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (45).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_12.jpg_0_1491.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_192236_jpg.rf.7de19165a0b44e8e4220c3190bd54610.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-08 at 2.45.44 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.23.33 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f688.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5319).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(281).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\278_jpg.rf.eb1d3c973bf5c685e077c140c82ade7f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1822).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f007.png,6,0
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.28.42 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.19.49 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (121).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot65_jpg.rf.ad32d5bc9a9b07f9db7f96e2561f2d0a.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r461.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1310).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (423).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-12-at-11-41-26-PM_png.rf.dd0ad8c88825280a42f7bcfcd5e608e9.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r796.png,23,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4419).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (220).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4172.jpg_0_1668.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6253).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.57.46 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.05.34 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1683).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3737).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen-Shot-2018-06-12-at-11-19-37-PM_png.rf.5ad1d0801b633120af1e30d52f1e3dc6.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (204).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1455).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (146).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (397).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3304).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.36 PM.jpg_0_1549.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\Carrot test_8_salt.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1928).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (35).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (441).jpg,19,1
E:\Dataset(蔬果）\Rotten\RottenTomato\(9).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.23.09 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (66).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpg_0_4883.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenTomato\(217).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\download--5-_jpg.rf.9fa9b60067c89680e3a30e90fab64597.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r272.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200825_144553.jpg_0_2537.jpg,16,1
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4187.jpg_0_3415.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\translation_Screen Shot 2018-06-13 at 12.10.45 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (114).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (3).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f078.png,6,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (352).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f384.png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\169_jpg.rf.d28d87ee00376279b8824613befa9eb3.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (63).png,1,0
E:\Dataset(蔬果）\Fresh\FreshBittergroud\bitter-gourd 1.jpg_0_6927.jpg,3,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191931_jpg.rf.2a3db48e3fff8cf6a3a6041a48cda593.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (629).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1970).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-12-at-11-57-37-PM_png.rf.353a240e3f7627a6d2138d9934760330.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\195_jpg.rf.5e74562596ff179321db9f3dfee2061c.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 2.24.59 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenOrange\translation_Screen Shot 2018-06-12 at 11.18.53 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-245_jpg.rf.a243fb12a218686ee2106aec9d732aaf.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f661.png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-13 at 12.12.04 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (327).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 8.58.33 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (94).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_44.jpg_0_3001.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_75_Screen-Shot-2018-06-12-at-11-23-54-PM_png.rf.c712ef5a2cdc627239a717927a681694.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1875).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.44.24 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (343).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshBanana\Screen Shot 2018-06-12 at 9.48.04 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r423.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-17-01-AM_png.rf.2d43f6bd8a20583089ccb7a844db7ff8.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f635.png,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_184545_jpg.rf.ee5228ce796d5072aca7fcb6ad7a82f5.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5178).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\argentina-naranjas-mas-baratas-del-mundo-infocampo_jpg.rf.15439de3971654cf91238ee832d1ae00.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r209.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\102_jpg.rf.e0d378413165fab608e339842225c130.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (123).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\translation_Screen Shot 2018-06-08 at 5.06.33 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_3.jpg_0_1616.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1672).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3083).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (290).jpg,2,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.06.33 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f364.png,8,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220524_081216.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (146).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_30_Screen Shot 2018-06-08 at 5.32.38 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-37_jpg.rf.6def8a142aa321cb02b753dfb48df7cd.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\apelsiny_jpg.rf.610caec4e0d25b32557c94c037d78bd0.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f026.png,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r017.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4646).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f212.png,8,0
E:\Dataset(蔬果）\Fresh\FreshOrange\2-1_jpg.rf.b3901be8683659e73d1c2f400e604c26.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3599).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\1614548307_51-p-apelsin-na-belom-fone-67_png.rf.233cc7f30c0cb8b9be37f41e664d6f76.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f109.png,0,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f566.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220606_094218.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\apelsin-21_jpg.rf.91159a00e892c6bab7c2fd97e57ade13.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\291_jpg.rf.f0ff6d7f7173c300e5f435858971e660.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f018.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_65_jpg.rf.e032ca4642878e5d3f5f3613e3dc0beb.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (242).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (82).jpg,7,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 8.56.11 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200825_144640.jpg_0_8146.jpg,4,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r408.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (307).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5652).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (269).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.58.56 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_20231116_111936_jpg.rf.a429b87379e806091811749c5bd48ba1.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\Test_Cavity Spot and Root Dieback_43.PNG,18,1
E:\Dataset(蔬果）\Fresh\FreshApple\a_f277.png,0,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.19.16 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (381).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220521_181448.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_929_jpg.rf.f56e3379e625227f340da473acc7fb86.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (818).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\8d7aa61e091e8bb8b984c3b8b2bd544f1_jpg.rf.afd12b7281f1eb8df64369e21f255a9e.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.22.21 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen Shot 2018-06-13 at 12.09.14 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (689).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4223.jpg_0_9194.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (363).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (362).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1040).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\matang-66-_jpeg.rf.dede2c80c6b778f585b9cb803b2cd853.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\229_jpg.rf.cdb76a371a7ec2459315bec049b50e45.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2181).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f720.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen Shot 2018-06-13 at 12.20.39 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-07 at 2.33.38 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (397).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 9.00.31 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_4795_jpg.rf.b3f0eb9ed4ccc502edd2a727d0cc0ddc.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6364).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (205).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1824).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\113_jpg.rf.feaafc529f2355821a1549ed5231cd09.jpg,9,0
